Station_ID,MLRA,LRU
USC00042506,22A,22A
USC00042504,22A,22A
USC00267806,22A,22A
USC00262119,22A,22A
USC00263205,22A,22A
USC00513146,161B,161B
USC00518552,161B,161B
USC00512751,161B,161B
USC00513054,161A,161A
USC00516588,161A,161A
USC00512568,161A,161A
USC00518652,161A,161A
USC00518600,161A,161A
USC00513376,161A,161A
USC00517421,161A,161A
USC00516304,161A,161A
USC00517166,161A,161A
USC00513300,161A,161A
USC00514080,161A,161A
USC00511303,161A,161A
USW00021514,161A,161A
USC00516198,161A,161A
USC00515330,161A,161A
USC00511880,161A,161A
USC00513911,161A,161A
USW00021510,161A,161A
USC00514765,161A,161A
USC00519144,161A,161A
USC00517437,159B,159B
USC00510746,159A,159A
USC00512802,159A,159A
USC00517724,159A,159A
USC00512595,159A,159A
USC00519432,159A,159A
USC00518067,159A,159A
USC00514459,159A,159A
USC00517131,159A,159A
USC00514815,159A,159A
USC00517312,159A,159A
USC00512982,159A,159A
USC00517204,159A,159A
USC00511856,159A,159A
USC00510840,159A,159A
USC00514938,159A,159A
USC00518086,159A,159A
USC00517000,159A,159A
USC00511125,159A,159A
USW00012836,156A,156A
USW00012850,156A,156A
USC00082418,156A,156A
USC00080414,156A,156A
USW00012896,156A,156A
USC00082046,156A,156A
USC00082441,156A,156A
USC00081795,156A,156A
USC00084320,156A,156A
USC00088841,156A,156A
USC00083020,156A,156A
USC00084412,156A,156A
USC00087760,156A,156A
USC00084095,156A,156A
USC00087020,156A,156A
USW00012888,156A,156A
USC00081306,156A,156A
USW00012859,156A,156A
USC00085667,156A,156A
USC00088780,156A,156A
USW00012839,156A,156A
USW00092811,156A,156A
USC00083909,156A,156A
USC00082850,156A,156A
USC00086406,156A,156A
USW00092826,156A,156A
USW00012882,156A,156A
USC00086315,156A,156A
USW00092809,156A,156A
USC00081800,156A,156A
USC00089511,156A,156A
USC00081858,156A,156A
USC00088368,156A,156A
USC00085184,156A,156A
USC00080611,156A,156A
USC00081276,156A,156A
USC00073570,153D,153D
USW00013764,153D,153D
USC00075320,153D,153D
USC00075915,153D,153D
USC00180335,153D,153D
USC00187330,153D,153D
USC00188380,153D,153D
USW00093786,153D,153D
USW00093720,153D,153D
USC00188000,153D,153D
USC00189140,153D,153D
USC00181385,153D,153D
USC00281351,153D,153D
USC00280690,153D,153D
USW00013724,153D,153D
USC00282805,153D,153D
USW00093730,153D,153D
USC00280990,153D,153D
USC00288899,153D,153D
USC00283662,153D,153D
USC00284229,153D,153D
USC00288816,153D,153D
USC00286843,153D,153D
USC00284987,153D,153D
USW00003739,153D,153D
USC00448323,153D,153D
USC00073595,153C,153C
USC00072730,153C,153C
USC00187806,153C,153C
USC00188557,153C,153C
USC00181750,153C,153C
USC00185985,153C,153C
USW00003853,153B,153B
USC00082944,153B,153B
USW00063856,153B,153B
USW00013878,153B,153B
USC00091340,153B,153B
USC00097808,153B,153B
USC00310356,153B,153B
USC00315830,153B,153B
USW00093765,153B,153B
USC00311606,153B,153B
USC00316349,153B,153B
USC00310576,153B,153B
USW00013745,153B,153B
USW00093729,153B,153B
USC00310375,153B,153B
USC00318450,153B,153B
USC00312940,153B,153B
USC00310674,153B,153B
USC00311949,153B,153B
USC00316853,153B,153B
USW00013766,153B,153B
USC00312635,153B,153B
USW00013786,153B,153B
USC00312719,153B,153B
USC00384169,153B,153B
USC00380559,153B,153B
USW00093831,153B,153B
USC00382730,153B,153B
USC00382735,153B,153B
USC00388405,153B,153B
USW00013782,153B,153B
USC00385628,153B,153B
USW00003728,153B,153B
USC00383468,153B,153B
USC00381093,153B,153B
USC00448837,153B,153B
USC00440385,153B,153B
USW00013762,153B,153B
USW00013769,153B,153B
USC00446147,153B,153B
USW00013737,153B,153B
USW00013750,153B,153B
USC00443713,153B,153B
USW00013702,153B,153B
USC00442635,153B,153B
USC00445338,153B,153B
USC00446161,153B,153B
USC00446475,153B,153B
USW00093739,153B,153B
USC00441913,153B,153B
USC00088529,153A,153A
USW00093832,153A,153A
USW00093837,153A,153A
USC00083470,153A,153A
USC00084366,153A,153A
USW00053860,153A,153A
USW00063890,153A,153A
USW00013889,153A,153A
USC00093465,153A,153A
USC00093325,153A,153A
USC00099502,153A,153A
USC00094429,153A,153A
USC00090441,153A,153A
USW00013861,153A,153A
USC00099186,153A,153A
USC00096219,153A,153A
USC00096838,153A,153A
USC00094676,153A,153A
USW00013870,153A,153A
USC00092716,153A,153A
USC00094674,153A,153A
USC00098476,153A,153A
USC00093538,153A,153A
USW00003822,153A,153A
USC00098241,153A,153A
USC00092055,153A,153A
USC00317813,153A,153A
USC00318113,153A,153A
USC00315116,153A,153A
USC00319461,153A,153A
USC00319354,153A,153A
USW00013748,153A,153A
USC00319467,153A,153A
USC00312560,153A,153A
USC00318380,153A,153A
USC00315820,153A,153A
USC00311222,153A,153A
USC00319423,153A,153A
USW00093743,153A,153A
USW00093727,153A,153A
USC00319026,153A,153A
USC00314471,153A,153A
USC00314144,153A,153A
USW00013754,153A,153A
USC00316422,153A,153A
USC00316676,153A,153A
USC00318706,153A,153A
USW00093719,153A,153A
USC00317170,153A,153A
USC00314684,153A,153A
USC00319100,153A,153A
USC00313638,153A,153A
USC00319440,153A,153A
USC00314962,153A,153A
USC00314456,153A,153A
USC00315996,153A,153A
USC00387281,153A,153A
USC00389469,153A,153A
USC00383906,153A,153A
USC00388922,153A,153A
USW00013880,153A,153A
USC00383525,153A,153A
USC00388426,153A,153A
USC00387288,153A,153A
USC00380972,153A,153A
USC00385946,153A,153A
USC00386893,153A,153A
USC00380448,153A,153A
USC00383470,153A,153A
USC00380184,153A,153A
USC00383730,153A,153A
USC00384753,153A,153A
USC00384111,153A,153A
USC00386153,153A,153A
USC00381241,153A,153A
USW00093718,153A,153A
USC00381997,153A,153A
USC00384886,153A,153A
USC00385306,153A,153A
USC00382757,153A,153A
USC00444044,153A,153A
USC00448192,153A,153A
USW00093741,153A,153A
USC00165072,152B,152B
USC00166434,152B,152B
USC00162361,152B,152B
USC00166938,152B,152B
USC00162641,152B,152B
USC00166836,152B,152B
USC00415196,152B,152B
USC00410611,152B,152B
USC00416280,152B,152B
USC00416680,152B,152B
USC00415435,152B,152B
USC00413000,152B,152B
USC00411810,152B,152B
USC00414878,152B,152B
USC00419754,152B,152B
USC00419480,152B,152B
USC00012172,152A,152A
USC00011803,152A,152A
USW00013838,152A,152A
USC00082008,152A,152A
USW00012833,152A,152A
USC00088076,152A,152A
USC00088565,152A,152A
USW00012832,152A,152A
USC00086828,152A,152A
USW00053862,152A,152A
USC00087025,152A,152A
USW00003882,152A,152A
USC00086842,152A,152A
USW00003855,152A,152A
USW00053853,152A,152A
USW00013899,152A,152A
USW00053848,152A,152A
USC00168539,152A,152A
USC00168543,152A,152A
USW00053865,152A,152A
USC00160021,152A,152A
USC00160012,152A,152A
USC00160016,152A,152A
USC00164034,152A,152A
USC00220218,152A,152A
USC00229426,152A,152A
USC00228413,152A,152A
USC00220521,152A,152A
USC00223671,152A,152A
USC00220792,152A,152A
USC00226718,152A,152A
USC00226484,152A,152A
USW00093874,152A,152A
USW00053858,152A,152A
USC00229157,152A,152A
USC00226921,152A,152A
USC00418487,150B,150B
USC00417179,150B,150B
USC00417184,150B,150B
USC00416739,150B,150B
USW00012926,150B,150B
USC00417170,150B,150B
USC00417704,150B,150B
USW00012972,150B,150B
USW00023906,150B,150B
USC00410305,150B,150B
USC00417186,150B,150B
USC00415659,150B,150B
USW00012923,150B,150B
USW00012944,150B,150B
USC00160658,150A,150A
USC00164775,150A,150A
USC00165065,150A,150A
USW00003937,150A,150A
USC00164700,150A,150A
USC00165076,150A,150A
USC00168831,150A,150A
USC00162212,150A,150A
USC00165074,150A,150A
USC00166968,150A,150A
USC00166431,150A,150A
USC00162981,150A,150A
USC00169369,150A,150A
USC00160617,150A,150A
USW00012928,150A,150A
USC00410805,150A,150A
USC00411651,150A,150A
USC00412013,150A,150A
USC00412011,150A,150A
USW00012924,150A,150A
USC00417677,150A,150A
USC00418354,150A,150A
USC00419559,150A,150A
USC00417530,150A,150A
USC00417533,150A,150A
USW00012925,150A,150A
USC00417183,150A,150A
USC00417140,150A,150A
USW00012935,150A,150A
USC00419365,150A,150A
USC00419367,150A,150A
USC00419361,150A,150A
USW00012912,150A,150A
USC00412768,150A,150A
USC00410569,150A,150A
USC00413340,150A,150A
USC00412266,150A,150A
USC00412770,150A,150A
USW00012976,150A,150A
USC00410257,150A,150A
USC00412786,150A,150A
USC00417020,150A,150A
USC00416286,150A,150A
USC00418519,150A,150A
USC00419655,150A,150A
USC00410204,150A,150A
USC00414333,150A,150A
USC00418996,150A,150A
USW00012975,150A,150A
USC00417594,150A,150A
USC00418728,150A,150A
USW00012977,150A,150A
USW00012918,150A,150A
USC00414325,150A,150A
USC00411911,150A,150A
USC00411838,150A,150A
USC00414315,150A,150A
USC00414326,150A,150A
USC00418160,150A,150A
USC00410235,150A,150A
USC00414321,150A,150A
USC00414704,150A,150A
USC00414331,150A,150A
USC00414313,150A,150A
USC00414327,150A,150A
USC00417172,150A,150A
USC00410586,150A,150A
USC00414328,150A,150A
USW00012917,150A,150A
USW00012960,150A,150A
USC00412206,150A,150A
USC00410613,150A,150A
USC00416664,150A,150A
USW00014756,149B,149B
USC00192501,149B,149B
USW00094724,149B,149B
USC00193471,149B,149B
USC00191386,149B,149B
USC00193821,149B,149B
USW00094720,149B,149B
USW00094624,149B,149B
USC00192451,149B,149B
USC00305796,149B,149B
USC00306138,149B,149B
USW00094789,149B,149B
USC00308946,149B,149B
USC00305377,149B,149B
USW00054787,149B,149B
USW00014732,149B,149B
USW00004781,149B,149B
USC00306441,149B,149B
USW00054790,149B,149B
USW00014719,149B,149B
USC00301309,149B,149B
USC00300889,149B,149B
USC00307633,149B,149B
USC00307134,149B,149B
USW00054780,149B,149B
USC00303464,149B,149B
USW00094793,149B,149B
USC00071200,149A,149A
USW00013781,149A,149A
USW00003757,149A,149A
USW00013721,149A,149A
USC00188405,149A,149A
USC00185865,149A,149A
USC00185080,149A,149A
USC00186770,149A,149A
USC00186800,149A,149A
USC00189070,149A,149A
USC00186350,149A,149A
USC00182325,149A,149A
USC00183675,149A,149A
USC00181995,149A,149A
USW00013752,149A,149A
USC00180193,149A,149A
USC00180700,149A,149A
USC00185111,149A,149A
USW00093721,149A,149A
USW00013701,149A,149A
USW00013735,149A,149A
USC00287936,149A,149A
USC00289910,149A,149A
USC00283291,149A,149A
USC00288173,149A,149A
USW00093780,149A,149A
USC00285728,149A,149A
USC00283951,149A,149A
USC00283181,149A,149A
USC00287865,149A,149A
USW00013739,149A,149A
USW00013779,149A,149A
USC00366886,149A,149A
USW00013773,149A,149A
USW00013743,149A,149A
USC00065445,144B,144B
USC00190759,144B,144B
USC00194131,144B,144B
USC00193401,144B,144B
USC00199972,144B,144B
USW00014763,144B,144B
USC00195306,144B,144B
USC00191774,144B,144B
USC00193052,144B,144B
USC00190190,144B,144B
USC00190666,144B,144B
USC00198573,144B,144B
USC00190192,144B,144B
USC00172602,144B,144B
USC00171131,144B,144B
USC00174193,144B,144B
USC00177479,144B,144B
USC00173862,144B,144B
USW00014764,144B,144B
USC00179314,144B,144B
USC00172238,144B,144B
USC00176011,144B,144B
USC00179547,144B,144B
USC00173295,144B,144B
USW00014611,144B,144B
USC00176881,144B,144B
USC00170409,144B,144B
USW00094623,144B,144B
USC00172048,144B,144B
USW00054772,144B,144B
USC00176856,144B,144B
USC00175675,144B,144B
USC00170844,144B,144B
USC00174566,144B,144B
USC00174817,144B,144B
USC00179593,144B,144B
USC00176060,144B,144B
USC00173046,144B,144B
USC00178817,144B,144B
USW00014605,144B,144B
USC00170100,144B,144B
USC00173570,144B,144B
USC00174683,144B,144B
USC00170480,144B,144B
USC00174745,144B,144B
USC00170177,144B,144B
USC00172623,144B,144B
USC00179151,144B,144B
USC00172620,144B,144B
USC00175736,144B,144B
USC00174183,144B,144B
USC00172765,144B,144B
USC00174878,144B,144B
USW00014606,144B,144B
USC00174927,144B,144B
USC00176705,144B,144B
USC00176430,144B,144B
USC00172426,144B,144B
USC00171628,144B,144B
USW00094644,144B,144B
USC00173567,144B,144B
USC00177238,144B,144B
USC00171975,144B,144B
USC00273658,144B,144B
USW00054770,144B,144B
USC00275013,144B,144B
USC00274399,144B,144B
USC00276550,144B,144B
USC00273055,144B,144B
USC00278539,144B,144B
USC00278858,144B,144B
USC00278972,144B,144B
USC00271950,144B,144B
USC00275150,144B,144B
USW00014745,144B,144B
USC00270913,144B,144B
USC00270910,144B,144B
USC00275629,144B,144B
USC00277833,144B,144B
USC00270315,144B,144B
USC00275868,144B,144B
USC00273182,144B,144B
USC00275780,144B,144B
USC00274480,144B,144B
USC00273530,144B,144B
USC00270045,144B,144B
USC00275350,144B,144B
USC00275532,144B,144B
USC00278614,144B,144B
USC00279091,144B,144B
USC00270681,144B,144B
USC00270706,144B,144B
USC00275500,144B,144B
USW00054728,144B,144B
USC00274556,144B,144B
USC00300641,144B,144B
USC00430499,144B,144B
USC00435982,144B,144B
USW00054740,144B,144B
USC00439984,144B,144B
USC00438556,144B,144B
USC00430661,144B,144B
USC00431360,144B,144B
USC00431565,144B,144B
USC00431363,144B,144B
USC00430940,144B,144B
USC00430942,144B,144B
USC00437646,144B,144B
USC00435740,144B,144B
USW00094705,144B,144B
USC00435273,144B,144B
USC00436391,144B,144B
USW00054742,144B,144B
USC00438169,144B,144B
USC00435542,144B,144B
USC00066655,144A,144A
USC00060808,144A,144A
USC00067970,144A,144A
USW00094702,144A,144A
USC00067157,144A,144A
USC00067002,144A,144A
USW00014707,144A,144A
USC00060128,144A,144A
USC00063207,144A,144A
USW00054734,144A,144A
USC00068065,144A,144A
USC00061762,144A,144A
USC00065910,144A,144A
USC00069775,144A,144A
USC00066966,144A,144A
USC00063857,144A,144A
USC00069568,144A,144A
USC00060961,144A,144A
USC00067373,144A,144A
USW00054767,144A,144A
USC00064488,144A,144A
USC00063420,144A,144A
USC00060973,144A,144A
USC00068138,144A,144A
USC00068436,144A,144A
USC00060227,144A,144A
USC00060299,144A,144A
USC00069388,144A,144A
USC00062658,144A,144A
USC00067959,144A,144A
USC00067958,144A,144A
USC00195246,144A,144A
USW00094726,144A,144A
USC00196938,144A,144A
USW00054777,144A,144A
USC00194711,144A,144A
USC00198367,144A,144A
USW00054769,144A,144A
USC00190840,144A,144A
USC00196486,144A,144A
USC00195984,144A,144A
USC00190860,144A,144A
USC00197627,144A,144A
USC00192997,144A,144A
USC00192107,144A,144A
USC00195524,144A,144A
USC00190998,144A,144A
USC00199316,144A,144A
USW00014790,144A,144A
USC00198757,144A,144A
USC00194760,144A,144A
USW00054704,144A,144A
USW00014753,144A,144A
USC00193624,144A,144A
USC00190551,144A,144A
USC00198793,144A,144A
USW00094746,144A,144A
USC00190562,144A,144A
USC00195175,144A,144A
USC00193985,144A,144A
USC00193890,144A,144A
USC00193405,144A,144A
USW00014739,144A,144A
USC00191436,144A,144A
USC00190408,144A,144A
USC00194580,144A,144A
USW00014702,144A,144A
USC00190535,144A,144A
USC00194502,144A,144A
USC00196783,144A,144A
USC00196245,144A,144A
USW00004780,144A,144A
USW00054756,144A,144A
USW00054733,144A,144A
USC00190593,144A,144A
USC00194744,144A,144A
USC00194313,144A,144A
USC00193876,144A,144A
USC00191611,144A,144A
USC00194105,144A,144A
USW00094723,144A,144A
USC00193276,144A,144A
USC00193505,144A,144A
USC00195285,144A,144A
USC00275702,144A,144A
USC00274234,144A,144A
USC00275712,144A,144A
USC00272302,144A,144A
USC00275412,144A,144A
USC00279278,144A,144A
USW00014710,144A,144A
USC00276070,144A,144A
USC00275211,144A,144A
USC00273626,144A,144A
USC00272800,144A,144A
USW00054795,144A,144A
USC00272174,144A,144A
USW00054794,144A,144A
USW00054791,144A,144A
USC00277253,144A,144A
USC00287393,144A,144A
USC00282023,144A,144A
USW00014734,144A,144A
USC00286979,144A,144A
USC00284339,144A,144A
USC00281335,144A,144A
USC00281592,144A,144A
USC00283704,144A,144A
USC00280734,144A,144A
USC00282768,144A,144A
USW00094741,144A,144A
USC00284931,144A,144A
USW00054743,144A,144A
USC00284887,144A,144A
USC00280907,144A,144A
USC00286146,144A,144A
USC00288402,144A,144A
USC00285503,144A,144A
USC00286460,144A,144A
USW00054779,144A,144A
USC00289832,144A,144A
USC00281582,144A,144A
USC00289187,144A,144A
USC00286177,144A,144A
USC00287587,144A,144A
USC00281327,144A,144A
USC00283516,144A,144A
USW00054793,144A,144A
USC00288644,144A,144A
USC00283935,144A,144A
USC00288648,144A,144A
USW00094728,144A,144A
USC00300961,144A,144A
USC00302129,144A,144A
USW00094745,144A,144A
USC00309270,144A,144A
USC00308322,144A,144A
USC00306674,144A,144A
USC00309670,144A,144A
USC00303144,144A,144A
USC00309292,144A,144A
USC00305310,144A,144A
USC00301211,144A,144A
USW00004789,144A,144A
USC00303259,144A,144A
USC00308304,144A,144A
USC00308906,144A,144A
USW00014757,144A,144A
USW00064756,144A,144A
USC00307274,144A,144A
USC00305334,144A,144A
USC00307035,144A,144A
USC00301761,144A,144A
USC00304025,144A,144A
USC00308746,144A,144A
USC00300063,144A,144A
USC00309303,144A,144A
USC00300048,144A,144A
USW00014735,144A,144A
USC00308600,144A,144A
USC00303360,144A,144A
USC00305248,144A,144A
USC00307484,144A,144A
USC00303319,144A,144A
USC00300929,144A,144A
USC00300452,144A,144A
USC00306062,144A,144A
USC00307405,144A,144A
USW00014750,144A,144A
USC00307818,144A,144A
USW00014737,144A,144A
USW00014794,144A,144A
USW00054797,144A,144A
USC00374266,144A,144A
USW00054796,144A,144A
USC00375215,144A,144A
USW00014787,144A,144A
USC00377581,144A,144A
USW00014765,144A,144A
USC00375270,144A,144A
USC00379423,144A,144A
USC00436500,144A,144A
USW00054781,144A,144A
USC00431705,144A,144A
USC00436995,144A,144A
USC00304207,139,139B
USC00307713,139,139B
USC00305180,139,139B
USC00307772,139,139B
USW00004843,139,139B
USC00365606,139,139B
USC00368888,139,139B
USC00361719,139,139B
USC00369042,139,139B
USC00361790,139,139B
USC00361362,139,139B
USC00367728,139,139B
USC00335297,139,139A
USC00334874,139,139A
USC00335315,139,139A
USC00339312,139,139A
USW00014891,139,139A
USC00330256,139,139A
USC00334728,139,139A
USW00004842,139,139A
USC00334967,139,139A
USW00014895,139,139A
USC00331245,139,139A
USW00014813,139,139A
USC00331541,139,139A
USC00330061,139,139A
USC00336949,139,139A
USC00335356,139,139A
USC00338769,139,139A
USC00334319,139,139A
USW00014852,139,139A
USC00336118,139,139A
USC00336196,139,139A
USC00332603,139,139A
USC00333780,139,139A
USC00335505,139,139A
USW00004849,139,139A
USC00332599,139,139A
USW00014820,139,139A
USW00004853,139,139A
USC00331458,139,139A
USC00334258,139,139A
USC00334260,139,139A
USC00332251,139,139A
USC00336389,139,139A
USW00004857,139,139A
USC00330264,139,139A
USC00366233,139,139A
USC00368184,139,139A
USC00365651,139,139A
USC00363526,139,139A
USC00364325,139,139A
USC00365050,139,139A
USC00368361,139,139A
USW00014860,139,139A
USC00034839,135B,135B
USC00035376,135B,135B
USC00035908,135B,135B
USC00035112,135B,135B
USC00033442,135B,135B
USC00031948,135B,135B
USW00053925,135B,135B
USC00030220,135B,135B
USC00344451,135B,135B
USC00349118,135B,135B
USC00340980,135B,135B
USC00341162,135B,135B
USC00340256,135B,135B
USC00010140,135A,135A
USC00015553,135A,135A
USW00013895,135A,135A
USW00063897,135A,135A
USW00063858,135A,135A
USC00015121,135A,135A
USC00014798,135A,135A
USC00228053,135A,135A
USC00223107,135A,135A
USC00225361,135A,135A
USC00221111,135A,135A
USC00222046,135A,135A
USC00221880,135A,135A
USC00228374,135A,135A
USC00224265,135A,135A
USC00229173,135A,135A
USC00229006,135A,135A
USC00223208,135A,135A
USW00093862,135A,135A
USC00229004,135A,135A
USC00220378,135A,135A
USC00223700,135A,135A
USC00220955,135A,135A
USC00221962,135A,135A
USC00032475,133B,133B
USC00037038,133B,133B
USC00031730,133B,133B
USW00093992,133B,133B
USC00034548,133B,133B
USC00034936,133B,133B
USC00031140,133B,133B
USC00034185,133B,133B
USW00013977,133B,133B
USC00031152,133B,133B
USC00037582,133B,133B
USC00032670,133B,133B
USC00030286,133B,133B
USW00053919,133B,133B
USC00033428,133B,133B
USC00032540,133B,133B
USC00036768,133B,133B
USC00036174,133B,133B
USC00034134,133B,133B
USW00093988,133B,133B
USC00035754,133B,133B
USC00036562,133B,133B
USW00013963,133B,133B
USW00003952,133B,133B
USC00162367,133B,133B
USC00162800,133B,133B
USC00168046,133B,133B
USW00003931,133B,133B
USC00165287,133B,133B
USC00162812,133B,133B
USC00165266,133B,133B
USW00053988,133B,133B
USC00167732,133B,133B
USC00169074,133B,133B
USC00161235,133B,133B
USC00160098,133B,133B
USC00164288,133B,133B
USW00013935,133B,133B
USC00161232,133B,133B
USW00003949,133B,133B
USC00163741,133B,133B
USC00165896,133B,133B
USC00165892,133B,133B
USC00164696,133B,133B
USC00166582,133B,133B
USC00163804,133B,133B
USC00166584,133B,133B
USC00166978,133B,133B
USC00169803,133B,133B
USC00165522,133B,133B
USC00165527,133B,133B
USC00169809,133B,133B
USC00165874,133B,133B
USC00165935,133B,133B
USC00160349,133B,133B
USC00161979,133B,133B
USC00164732,133B,133B
USC00164592,133B,133B
USC00164816,133B,133B
USC00168094,133B,133B
USC00160800,133B,133B
USC00168444,133B,133B
USC00163877,133B,133B
USW00013957,133B,133B
USC00160718,133B,133B
USC00164398,133B,133B
USC00168448,133B,133B
USC00161411,133B,133B
USC00168436,133B,133B
USC00168067,133B,133B
USC00160277,133B,133B
USC00166244,133B,133B
USC00168785,133B,133B
USC00166364,133B,133B
USC00160537,133B,133B
USC00163079,133B,133B
USC00164355,133B,133B
USC00165908,133B,133B
USW00053961,133B,133B
USC00162121,133B,133B
USC00168669,133B,133B
USC00169392,133B,133B
USC00167344,133B,133B
USC00164131,133B,133B
USC00344384,133B,133B
USW00053910,133B,133B
USC00419076,133B,133B
USC00411956,133B,133B
USW00053902,133B,133B
USC00416024,133B,133B
USC00412218,133B,133B
USC00411870,133B,133B
USC00414382,133B,133B
USC00415271,133B,133B
USW00053903,133B,133B
USC00419898,133B,133B
USC00419101,133B,133B
USC00416341,133B,133B
USC00414563,133B,133B
USC00412017,133B,133B
USC00417936,133B,133B
USC00419068,133B,133B
USC00413778,133B,133B
USW00093987,133B,133B
USC00417040,133B,133B
USC00411596,133B,133B
USC00411089,133B,133B
USC00412114,133B,133B
USC00415427,133B,133B
USC00414076,133B,133B
USC00414077,133B,133B
USC00415415,133B,133B
USC00411711,133B,133B
USC00417951,133B,133B
USC00410190,133B,133B
USC00416177,133B,133B
USC00412558,133B,133B
USW00053968,133B,133B
USW00093914,133B,133B
USC00411578,133B,133B
USC00417841,133B,133B
USC00412444,133B,133B
USC00414525,133B,133B
USC00416335,133B,133B
USC00411500,133B,133B
USC00410404,133B,133B
USC00414081,133B,133B
USC00419207,133B,133B
USW00003951,133B,133B
USW00013972,133B,133B
USW00003901,133B,133B
USC00415341,133B,133B
USC00413877,133B,133B
USC00415344,133B,133B
USC00415618,133B,133B
USC00415954,133B,133B
USC00414693,133B,133B
USC00415956,133B,133B
USC00414202,133B,133B
USC00413546,133B,133B
USC00414577,133B,133B
USC00417365,133B,133B
USC00419836,133B,133B
USC00412225,133B,133B
USC00417066,133B,133B
USC00415229,133B,133B
USC00410408,133B,133B
USC00419916,133B,133B
USC00415667,133B,133B
USC00418942,133B,133B
USC00416270,133B,133B
USC00412352,133B,133B
USC00410991,133B,133B
USC00012813,133A,133A
USW00063869,133A,133A
USC00016988,133A,133A
USW00013894,133A,133A
USC00010583,133A,133A
USC00013251,133A,133A
USW00063870,133A,133A
USC00011084,133A,133A
USC00011080,133A,133A
USW00063899,133A,133A
USC00010402,133A,133A
USC00012377,133A,133A
USC00014431,133A,133A
USC00012675,133A,133A
USC00010252,133A,133A
USW00053843,133A,133A
USW00013839,133A,133A
USC00013761,133A,133A
USC00013105,133A,133A
USW00053820,133A,133A
USC00012577,133A,133A
USC00012758,133A,133A
USC00011566,133A,133A
USC00014193,133A,133A
USC00010008,133A,133A
USC00011690,133A,133A
USC00018867,133A,133A
USC00013271,133A,133A
USC00011178,133A,133A
USC00011810,133A,133A
USC00013519,133A,133A
USW00023801,133A,133A
USC00018323,133A,133A
USW00003878,133A,133A
USC00011725,133A,133A
USC00016436,133A,133A
USC00013816,133A,133A
USW00023802,133A,133A
USW00073802,133A,133A
USC00018178,133A,133A
USW00063872,133A,133A
USC00012730,133A,133A
USC00018438,133A,133A
USC00011301,133A,133A
USC00015397,133A,133A
USC00015420,133A,133A
USC00016334,133A,133A
USC00014080,133A,133A
USC00017326,133A,133A
USC00014274,133A,133A
USC00017366,133A,133A
USC00018038,133A,133A
USC00015439,133A,133A
USC00015116,133A,133A
USC00010440,133A,133A
USC00012245,133A,133A
USC00018859,133A,133A
USC00013511,133A,133A
USC00015112,133A,133A
USW00063893,133A,133A
USC00018673,133A,133A
USC00011694,133A,133A
USC00013160,133A,133A
USW00063892,133A,133A
USW00063891,133A,133A
USW00003881,133A,133A
USC00015658,133A,133A
USC00010178,133A,133A
USC00018385,133A,133A
USC00010184,133A,133A
USC00018380,133A,133A
USW00093806,133A,133A
USC00016847,133A,133A
USC00012883,133A,133A
USC00010748,133A,133A
USC00018517,133A,133A
USC00017947,133A,133A
USC00018998,133A,133A
USC00013645,133A,133A
USC00013620,133A,133A
USC00017131,133A,133A
USC00089566,133A,133A
USC00087869,133A,133A
USC00081022,133A,133A
USC00088756,133A,133A
USW00093805,133A,133A
USC00085880,133A,133A
USC00085275,133A,133A
USC00085879,133A,133A
USC00086240,133A,133A
USC00087429,133A,133A
USW00053847,133A,133A
USW00093841,133A,133A
USC00089795,133A,133A
USC00082220,133A,133A
USC00085793,133A,133A
USW00013884,133A,133A
USC00081544,133A,133A
USW00003818,133A,133A
USC00086129,133A,133A
USW00093845,133A,133A
USC00097276,133A,133A
USC00098974,133A,133A
USC00090586,133A,133A
USC00091463,133A,133A
USC00098666,133A,133A
USC00092738,133A,133A
USC00092153,133A,133A
USC00096087,133A,133A
USC00091500,133A,133A
USW00063829,133A,133A
USC00090979,133A,133A
USC00096244,133A,133A
USW00063828,133A,133A
USC00098703,133A,133A
USC00092783,133A,133A
USC00090140,133A,133A
USW00013869,133A,133A
USC00096650,133A,133A
USC00096043,133A,133A
USC00093578,133A,133A
USC00097171,133A,133A
USC00090406,133A,133A
USC00093386,133A,133A
USC00095061,133A,133A
USC00092450,133A,133A
USC00092570,133A,133A
USC00090670,133A,133A
USC00092361,133A,133A
USC00094204,133A,133A
USC00093658,133A,133A
USC00090010,133A,133A
USC00092266,133A,133A
USC00093754,133A,133A
USC00095394,133A,133A
USC00097087,133A,133A
USC00090253,133A,133A
USC00099027,133A,133A
USC00091973,133A,133A
USC00092966,133A,133A
USC00095401,133A,133A
USC00094170,133A,133A
USC00095979,133A,133A
USC00091372,133A,133A
USC00091266,133A,133A
USC00095811,133A,133A
USC00098351,133A,133A
USC00095550,133A,133A
USC00092839,133A,133A
USC00098496,133A,133A
USC00092532,133A,133A
USC00099124,133A,133A
USC00097528,133A,133A
USC00091448,133A,133A
USC00094862,133A,133A
USC00095858,133A,133A
USC00094594,133A,133A
USC00095882,133A,133A
USC00095863,133A,133A
USC00097777,133A,133A
USC00095314,133A,133A
USC00099194,133A,133A
USC00164030,133A,133A
USC00168906,133A,133A
USC00162151,133A,133A
USC00163165,133A,133A
USC00168861,133A,133A
USC00160205,133A,133A
USC00167304,133A,133A
USC00160945,133A,133A
USC00163331,133A,133A
USC00163327,133A,133A
USC00163322,133A,133A
USC00168405,133A,133A
USC00165430,133A,133A
USC00164859,133A,133A
