Station_ID,MLRA,LRU
USC00135123,107B,107B
USW00014943,107B,107B
USC00137713,107B,107B
USC00144588,107B,107B
USC00140405,107B,107B
USC00148250,107B,107B
USC00236269,107B,107B
USC00238223,107B,107B
USC00231837,107B,107B
USC00234154,107B,107B
USC00233838,107B,107B
USW00013988,107B,107B
USC00235916,107B,107B
USW00013991,107B,107B
USC00234904,107B,107B
USC00238768,107B,107B
USC00237116,107B,107B
USW00003947,107B,107B
USC00231340,107B,107B
USC00234382,107B,107B
USC00237862,107B,107B
USC00231037,107B,107B
USC00238188,107B,107B
USW00013993,107B,107B
USC00236357,107B,107B
USW00014945,107B,107B
USC00257401,107B,107B
USC00255810,107B,107B
USC00256795,107B,107B
USC00250375,107B,107B
USC00258088,107B,107B
USC00256534,107B,107B
USC00253467,107B,107B
USC00251052,107B,107B
USW00014942,107B,107B
USC00250781,107B,107B
USW00094918,107B,107B
USC00252980,107B,107B
USC00250930,107B,107B
USW00094978,107B,107B
USC00258480,107B,107B
USC00253950,107B,107B
USC00134038,107A,107A
USC00133909,107A,107A
USC00133108,107A,107A
USC00131442,107A,107A
USC00134735,107A,107A
USC00136590,107A,107A
USC00130181,107A,107A
USC00137700,107A,107A
USC00136800,107A,107A
USW00014972,107A,107A
USC00137386,107A,107A
USC00137594,107A,107A
USC00130088,102C,102C
USC00133718,102C,102C
USC00137152,102C,102C
USC00137147,102C,102C
USC00214937,102C,102C
USC00258980,102C,102C
USC00258795,102C,102C
USC00253075,102C,102C
USC00253050,102C,102C
USC00257640,102C,102C
USC00253185,102C,102C
USC00250734,102C,102C
USC00251825,102C,102C
USC00250070,102C,102C
USC00254052,102C,102C
USC00254035,102C,102C
USC00252380,102C,102C
USC00251660,102C,102C
USC00258676,102C,102C
USC00254945,102C,102C
USC00255080,102C,102C
USC00259200,102C,102C
USC00250680,102C,102C
USC00255050,102C,102C
USC00258110,102C,102C
USW00014941,102C,102C
USC00252595,102C,102C
USC00256735,102C,102C
USC00255997,102C,102C
USC00255370,102C,102C
USC00258117,102C,102C
USC00256135,102C,102C
USC00255830,102C,102C
USC00258935,102C,102C
USC00259355,102C,102C
USC00251696,102C,102C
USC00256720,102C,102C
USC00259045,102C,102C
USC00252805,102C,102C
USC00258915,102C,102C
USC00252715,102C,102C
USC00257032,102C,102C
USC00257351,102C,102C
USC00256761,102C,102C
USC00256325,102C,102C
USC00256395,102C,102C
USC00256018,102C,102C
USC00253652,102C,102C
USC00254655,102C,102C
USC00251990,102C,102C
USC00250945,102C,102C
USC00253630,102C,102C
USC00255895,102C,102C
USC00252037,102C,102C
USW00014944,102C,102C
USW00004990,102C,102C
USC00392984,102C,102C
USC00398622,102B,102B
USC00391579,102B,102B
USC00391392,102B,102B
USC00395058,102B,102B
USC00391851,102B,102B
USC00391634,102B,102B
USC00391636,102B,102B
USC00395090,102B,102B
USC00399042,102B,102B
USC00214534,102A,102A
USC00216565,102A,102A
USC00218323,102A,102A
USC00218429,102A,102A
USC00211263,102A,102A
USC00212038,102A,102A
USC00215563,102A,102A
USC00214994,102A,102A
USC00215400,102A,102A
USC00215842,102A,102A
USC00216225,102A,102A
USC00210667,102A,102A
USC00210287,102A,102A
USC00215638,102A,102A
USC00211063,102A,102A
USC00213174,102A,102A
USC00212015,102A,102A
USC00216228,102A,102A
USC00212768,102A,102A
USC00218579,102A,102A
USC00217149,102A,102A
USC00216405,102A,102A
USC00215012,102A,102A
USC00391076,102A,102A
USC00390281,102A,102A
USC00392302,102A,102A
USC00390422,102A,102A
USC00391102,102A,102A
USC00393681,102A,102A
USC00391519,102A,102A
USC00391777,102A,102A
USC00391739,102A,102A
USC00398930,102A,102A
USW00014946,102A,102A
USC00396969,102A,102A
USC00395536,102A,102A
USC00390662,102A,102A
USC00398116,102A,102A
USC00391043,102A,102A
USC00399004,102A,102A
USC00399337,102A,102A
USC00398980,102A,102A
USC00397742,102A,102A
USW00094993,102A,102A
USC00397326,102A,102A
CAW00064757,<Null>,<Null>
JQW00021603,<Null>,<Null>
WQW00041606,<Null>,<Null>
MQW00022701,<Null>,<Null>
RQC00660152,273,273
RQC00668940,273,273
RQC00663532,273,273
RQC00667292,273,273
RQC00666258,273,273
VQW00011624,273,273
RQW00011641,272,272
RQC00666083,272,272
RQC00666805,272,272
RQC00663657,272,272
RQC00663431,272,272
RQC00661590,272,272
RQC00666270,272,272
RQC00668306,272,272
RQC00660668,272,272
RQC00665807,272,272
RQC00668814,272,272
RQC00669421,272,272
RQC00664340,272,272
RQC00660410,272,272
RQC00664702,272,272
RQC00663409,272,272
RQC00661345,272,272
RQC00666361,272,272
RQW00011603,272,272
RQC00665693,271,271
RQC00664193,271,271
RQC00662316,271,271
RQC00667295,271,271
RQC00660948,271,271
RQC00665097,271,271
RQC00669860,271,271
RQC00665020,271,271
RQC00662723,271,271
VQC00673677,271,271
VQC00672870,271,271
VQC00671740,271,271
VQC00673150,271,271
VQC00672560,271,271
VQC00670240,271,271
VQC00671810,271,271
VQC00674900,271,271
VQC00677600,271,271
VQW00011640,271,271
VQC00671980,271,271
VQC00672551,271,271
VQC00671348,271,271
VQC00671790,271,271
VQC00679450,271,271
RQC00666900,270,270
RQC00666050,270,270
RQC00666983,270,270
RQC00664867,270,270
RQC00664126,270,270
RQC00663023,270,270
RQC00669774,270,270
RQC00661901,270,270
RQC00660158,270,270
RQC00660040,270,270
RQC00665908,270,270
RQC00668815,270,270
RQC00662336,270,270
RQC00660053,270,270
RQC00669432,270,270
RQC00660061,270,270
RQC00662634,270,270
RQC00666073,270,270
RQC00664910,270,270
RQC00661142,270,270
RQC00665064,270,270
RQC00661309,270,270
RQC00668144,270,270
RQW00011630,270,270
RQC00664276,270,270
RQC00669608,270,270
RQC00666992,270,270
RQC00662330,270,270
RQC00666514,270,270
RQC00665123,270,270
RQC00662934,270,270
RQC00669521,270,270
RQC00666390,270,270
RQC00668126,270,270
RQC00668881,270,270
RQC00660426,270,270
RQC00662801,270,270
RQC00663904,270,270
USW00027406,246,246
USW00027515,246,246
USC00507780,246,246
USC00505136,246,246
USC00502126,246,246
USW00027503,246,246
USW00027502,246,246
USW00026508,245,245
USC00505051,243,243
USW00026642,243,243
USW00026618,242,242
USW00026616,242,242
USW00026617,240,240
USW00026615,238,238
USW00025503,236,236
USC00502457,236,236
USW00025506,236,236
USC00503933,235,235
USC00509869,234,234
USC00501492,234,234
USC00501497,234,234
USW00026533,233,233
USC00501466,232,232
USC00507513,231,231
USC00501684,231,231
USC00508140,231,231
USW00026422,231,231
USW00026411,231,231
USC00502965,231,231
USC00502970,231,231
USC00502870,231,231
USC00500490,231,231
USC00509641,231,231
USC00502107,231,231
USC00509489,231,231
USC00502868,231,231
USC00505516,231,231
USC00502871,231,231
USC00504621,231,231
USC00502112,231,231
USC00503181,231,231
USW00026494,231,231
USC00503275,231,231
USC00505644,231,231
USC00503160,231,231
USC00505873,231,231
USC00505880,231,231
USC00501987,231,231
USC00507570,230,230
USW00026510,230,230
USW00026502,230,230
USW00026412,229,229
USC00509313,229,229
USC00502568,229,229
USW00026512,229,229
USC00502352,229,229
USW00026415,229,229
USC00502019,229,229
USC00502350,229,229
USC00502339,229,229
USC00509793,229,229
USC00504971,229,229
USW00026435,229,229
USC00502707,229,229
USC00503212,229,229
USC00506581,229,229
USC00509891,229,229
USW00026529,229,229
USC00505757,228,228
USC00508470,228,228
USC00509385,228,228
USC00508594,228,228
USC00506147,228,228
USC00503009,228,228
USC00507097,228,228
USC00501244,228,228
USC00501243,228,228
USC00502711,228,228
USC00505778,228,228
USC00503585,228,228
USC00504567,227,227
USC00506777,227,227
USC00503304,227,227
USW00026425,227,227
USC00505397,227,227
USC00508625,227,227
USC00508547,227,227
USW00025704,226,226
USW00045715,226,226
USC00502587,226,226
USW00025624,226,226
USC00508183,226,226
USW00025628,226,226
USW00025713,226,226
USW00025507,224,224
USC00503682,224,224
USC00503672,224,224
USC00504425,224,224
USC00508615,224,224
USC00503196,224,224
USW00026523,224,224
USC00504550,224,224
USC00500284,224,224
USC00500279,224,224
USC00500275,224,224
USC00501220,224,224
USW00026451,224,224
USW00026491,224,224
USW00026409,224,224
USC00503163,224,224
USW00026401,224,224
USC00507444,224,224
USC00507352,224,224
USC00509759,224,224
USC00501180,224,224
USC00500707,224,224
USC00505733,224,224
USC00501175,224,224
USC00506870,224,224
USW00025331,224,224
USC00500302,224,224
USC00505464,224,224
USC00509790,224,224
USC00508915,224,224
USC00509861,224,224
USC00508884,224,224
USW00026514,224,224
USC00500247,224,224
USW00026528,224,224
USC00502149,223,223
USC00507502,223,223
USW00026492,223,223
USC00500788,223,223
USC00503720,223,223
USC00500243,223,223
USC00503299,223,223
USC00500281,223,223
USC00502642,223,223
USC00502656,223,223
USC00502645,223,223
USC00505883,223,223
USC00502737,223,223
USC00508409,223,223
USC00508945,223,223
USC00503573,223,223
USC00507783,223,223
USC00501926,223,223
USC00503821,222,222
USC00508584,222,222
USC00504094,222,222
USC00503502,222,222
USW00025323,222,222
USC00503504,222,222
USC00508525,222,222
USW00025335,222,222
USC00508375,222,222
USC00508377,222,222
USC00502144,222,222
USC00505894,222,222
USC00509829,222,222
USW00026442,222,222
USC00509685,222,222
USW00025501,221,221
USC00504991,221,221
USC00505884,221,221
USC00506853,221,221
USC00504812,221,221
USW00025308,220,220
USW00025325,220,220
USC00500657,220,220
USC00502227,220,220
USC00503650,220,220
USW00025367,220,220
USC00500832,220,220
USC00507557,220,220
USC00507421,220,220
USC00505519,220,220
USC00509919,220,220
USW00025329,220,220
USW00025333,220,220
USC00503605,220,220
USC00507141,220,220
USC00503695,220,220
USC00502785,220,220
USC00503198,220,220
USC00500363,220,220
USW00025309,220,220
USC00500464,220,220
USC00504107,220,220
USC00504103,220,220
USC00504109,220,220
USW00025322,220,220
USC00503294,220,220
USC00509460,220,220
USW00025516,220,220
USW00025339,220,220
USC00507738,220,220
USW00026438,220,220
USW00026410,220,220
USC00505604,220,220
USC00502173,220,220
USC00509747,220,220
USC00501240,220,220
AQW00061705,197,197
AQC00914000,197,197
RMC00914304,196,196
RMC00914487,196,196
RMW00040710,196,196
RMC00913915,196,196
RMW00040604,196,196
RMC00914903,196,196
FMC00914325,195,195
FMC00914590,195,195
FMC00914898,195,195
FMC00914395,195,195
FMC00914419,195,195
FMC00914720,195,195
FMC00914482,195,195
FMC00914705,195,195
FMW00040504,195,195
FMC00914761,195,195
FMC00914911,195,195
FMW00040505,195,195
PSC00914712,194,194
PSW00040309,194,194
FMC00914213,193,193
FMC00914429,193,193
FMW00040308,193,193
FMC00914831,193,193
FMC00914585,193,193
FMC00914446,193,193
FMC00914808,193,193
FMC00914892,193,193
PSC00914519,193,193
GQC00914001,191,191
GQC00914468,191,191
GQW00041415,191,191
GQC00914156,191,191
GQC00914950,191,191
GQC00914025,191,191
CQC00914801,191,191
CQC00914874,191,191
CQC00914855,191,191
CQC00914080,191,191
USC00512679,167,167
USC00514806,167,167
USC00511086,167,167
USC00510211,167,167
USC00518316,167,167
USC00517664,167,167
USC00516130,167,167
USC00519523,167,167
USC00516933,167,167
USC00516395,167,167
USC00517656,167,167
USC00512960,167,167
USC00510123,167,167
USC00513113,167,167
USC00513117,167,167
USC00519281,167,167
USC00518838,167,167
USC00514829,167,167
USC00517150,167,167
USC00513208,167,167
USC00519603,167,167
USC00514500,167,167
USC00518165,167,167
USC00512558,166,166
USC00513461,166,166
USC00517059,166,166
USC00515286,166,166
USC00513541,166,166
USC00519185,166,166
USC00517540,166,166
USC00518500,166,166
USC00515758,166,166
USC00519629,166,166
USC00512161,166,166
USC00518205,165,165
USC00513099,165,165
USC00518386,164,164
USC00514928,164,164
USC00518433,164,164
USC00519484,164,164
USC00519275,164,164
USC00519315,164,164
USC00518549,164,164
USC00512896,164,164
USC00519980,164,164
USC00516122,164,164
USC00516128,164,164
USC00517810,164,164
USC00516928,164,164
USC00515710,164,164
USC00514735,164,164
USC00518155,164,164
USC00514489,163,163
USC00518060,163,163
USC00518543,163,163
USC00519397,163,163
USC00510248,163,163
USC00511918,163,163
USW00022514,163,163
USW00022551,163,163
USW00022521,163,163
USC00519231,163,163
USW00022519,163,163
USC00519253,163,163
USC00514272,163,163
USC00516082,163,163
USC00516850,163,163
USW00022501,163,163
USC00513368,162,162
USC00515011,162,162
USW00021515,162,162
USC00519025,162,162
USW00021504,162,162
USC00511065,160,160
USC00515761,160,160
USC00515004,160,160
USC00515000,160,160
USC00511004,160,160
USC00518101,158,158
USC00514680,158,158
USC00511339,158,158
USC00518830,158,158
USC00515275,158,158
USC00515408,158,158
USC00513910,158,158
USC00515177,158,158
USC00518688,158,158
USW00022516,158,158
USC00517566,158,158
USC00518407,158,158
USC00515715,158,158
USC00513317,158,158
USC00516190,158,158
USW00022534,158,158
USC00518055,158,158
USC00510305,158,158
USC00515864,158,158
USW00022536,158,158
USC00514758,158,158
USC00514561,158,158
USC00519142,157,157
USC00518422,157,157
USC00516270,157,157
USC00515842,157,157
USC00085359,155,155
USC00084050,155,155
USW00012849,155,155
USC00083163,155,155
USC00083168,155,155
USW00012897,155,155
USC00086078,155,155
USW00012885,155,155
USC00087254,155,155
USW00092805,155,155
USC00080737,155,155
USC00080735,155,155
USC00084210,155,155
USW00012894,155,155
USW00012835,155,155
USC00082298,155,155
USW00012844,155,155
USC00081651,155,155
USC00081654,155,155
USC00084662,155,155
USC00086657,155,155
USC00086764,155,155
USC00085895,155,155
USC00084461,155,155
USC00087397,155,155
USW00012812,155,155
USC00080992,155,155
USC00087304,155,155
USC00089176,155,155
USC00086485,155,155
USC00088620,155,155
USC00080228,155,155
USC00086065,155,155
USC00082288,155,155
USW00012871,155,155
USC00083207,155,155
USC00080945,155,155
USW00012895,155,155
USC00083137,155,155
USC00089401,155,155
USC00083153,155,155
USC00080369,155,155
USC00086880,155,155
USC00089219,155,155
USW00012843,155,155
USW00092806,155,155
USW00012842,155,155
USC00084802,155,155
USC00087205,155,155
USC00083026,155,155
USW00012838,155,155
USC00083986,155,155
USC00084625,155,155
USW00012815,155,155
USW00012841,155,155
USW00092821,155,155
USC00088942,155,155
USW00012854,155,155
USC00087982,155,155
USC00082229,155,155
USC00087261,155,155
USW00012834,155,155
USC00082150,155,155
USC00081978,155,155
USC00086767,155,155
USW00012816,155,155
USC00082915,155,155
USC00083874,155,155
USC00087826,155,155
USW00092827,154,154
USC00080236,154,154
USC00080390,154,154
USC00080478,154,154
USW00012873,154,154
USC00085973,154,154
USC00089707,154,154
USW00012883,154,154
USW00012876,154,154
USC00084707,154,154
USC00088824,154,154
USC00087851,154,154
USC00081641,154,154
USW00012818,154,154
USC00089430,154,154
USC00081046,154,154
USC00081163,154,154
USC00087228,154,154
USC00084289,154,154
USW00012819,154,154
USC00085076,154,154
USC00086414,154,154
USC00086618,154,154
USC00083322,154,154
USC00163807,151,151
USC00167932,151,151
USC00163979,151,151
USC00165610,151,151
USW00053917,151,151
USC00076410,148,148
USC00079605,148,148
USC00187272,148,148
USC00187705,148,148
USC00181862,148,148
USC00182336,148,148
USC00182335,148,148
USW00093784,148,148
USW00013777,148,148
USC00189750,148,148
USC00182308,148,148
USC00183348,148,148
USC00183353,148,148
USC00189030,148,148
USC00180732,148,148
USC00189440,148,148
USC00182060,148,148
USC00182906,148,148
USC00185934,148,148
USW00014792,148,148
USC00284635,148,148
USC00289363,148,148
USC00280847,148,148
USC00286055,148,148
USC00280927,148,148
USC00283029,148,148
USC00287079,148,148
USC00288194,148,148
USW00054785,148,148
USC00287301,148,148
USC00285003,148,148
USC00366289,148,148
USC00363665,148,148
USC00363662,148,148
USC00366508,148,148
USC00362537,148,148
USC00365390,148,148
USC00364019,148,148
USW00003761,148,148
USC00368379,148,148
USC00367732,148,148
USC00369933,148,148
USW00093778,148,148
USC00369464,148,148
USC00361591,148,148
USC00364763,148,148
USC00361737,148,148
USC00366238,148,148
USC00364047,148,148
USW00094732,148,148
USC00369103,148,148
USC00363321,148,148
USC00364778,148,148
USC00369950,148,148
USC00366370,148,148
USC00366927,148,148
USW00054737,148,148
USC00366194,148,148
USC00365956,148,148
USC00364076,148,148
USW00014793,148,148
USC00368388,148,148
USC00363437,148,148
USW00054782,148,148
USC00362221,148,148
USW00054786,148,148
USC00363488,148,148
USC00367938,148,148
USC00360488,148,148
USC00366681,148,148
USC00369995,148,148
USC00361080,148,148
USC00368400,148,148
USC00441593,148,148
USC00443213,148,148
USW00093736,148,148
USC00446712,148,148
USC00447904,148,148
USC00445150,148,148
USC00447130,148,148
USC00440860,148,148
USC00448888,148,148
USC00445204,148,148
USC00448396,148,148
USW00093738,148,148
USC00448084,148,148
USC00444909,148,148
USC00189570,147,147
USC00182282,147,147
USC00184030,147,147
USW00093706,147,147
USC00361354,147,147
USC00362721,147,147
USC00368011,147,147
USC00368073,147,147
USW00014711,147,147
USC00367846,147,147
USW00014751,147,147
USC00361920,147,147
USC00360763,147,147
USC00363698,147,147
USW00014736,147,147
USC00364896,147,147
USW00014712,147,147
USC00367312,147,147
USC00360785,147,147
USC00365381,147,147
USC00367322,147,147
USC00362071,147,147
USC00369714,147,147
USC00366297,147,147
USC00364159,147,147
USC00360132,147,147
USC00363632,147,147
USC00367578,147,147
USC00364992,147,147
USC00361505,147,147
USC00369022,147,147
USC00360482,147,147
USC00367931,147,147
USC00368449,147,147
USC00368758,147,147
USC00366689,147,147
USW00014770,147,147
USC00360457,147,147
USC00364934,147,147
USC00365344,147,147
USC00368763,147,147
USC00368668,147,147
USC00360560,147,147
USC00365790,147,147
USC00364853,147,147
USC00364976,147,147
USC00362013,147,147
USC00365817,147,147
USC00365109,147,147
USW00014778,147,147
USC00369735,147,147
USC00444876,147,147
USC00444565,147,147
USC00441099,147,147
USC00443310,147,147
USC00443470,147,147
USC00444128,147,147
USC00442064,147,147
USC00448062,147,147
USC00445595,147,147
USC00445880,147,147
USC00445416,147,147
USC00442208,147,147
USC00441986,147,147
USC00442663,147,147
USC00449263,147,147
USC00448046,147,147
USC00449186,147,147
USC00449181,147,147
USC00469522,147,147
USC00465672,147,147
USC00463251,147,147
USC00468051,147,147
USC00460509,147,147
USC00468589,147,147
USC00463215,147,147
USC00469049,147,147
USC00465739,147,147
USC00465453,147,147
USC00466952,147,147
USC00466163,147,147
USC00469281,147,147
USC00467730,147,147
USC00464763,147,147
USW00013734,147,147
USC00465706,147,147
USC00461324,147,147
USW00014609,146,146
USC00173944,146,146
USC00170833,146,146
USC00176937,146,146
USW00014607,146,146
USW00094645,146,146
USC00170200,146,146
USC00178965,146,146
USC00172878,146,146
USW00004836,146,146
USW00014758,145,145
USC00062169,145,145
USC00065077,145,145
USW00054788,145,145
USC00064767,145,145
USC00067432,145,145
USW00014752,145,145
USC00069162,145,145
USW00014740,145,145
USC00199193,145,145
USW00014775,145,145
USC00193702,145,145
USC00190120,145,145
USC00198278,145,145
USC00193229,145,145
USW00094765,145,145
USC00273850,145,145
USC00438600,145,145
USC00199371,143,143
USC00193213,143,143
USC00191821,143,143
USC00190213,143,143
USC00196435,143,143
USC00194075,143,143
USC00197230,143,143
USC00193549,143,143
USW00054768,143,143
USC00179538,143,143
USC00177325,143,143
USC00170217,143,143
USC00175261,143,143
USC00176707,143,143
USC00179294,143,143
USC00174324,143,143
USC00177037,143,143
USC00177039,143,143
USC00170600,143,143
USC00179891,143,143
USC00173417,143,143
USC00173261,143,143
USC00172700,143,143
USC00174781,143,143
USC00177654,143,143
USC00175347,143,143
USC00170655,143,143
USC00170398,143,143
USC00178353,143,143
USC00178792,143,143
USC00173588,143,143
USW00094626,143,143
USC00173353,143,143
USC00178974,143,143
USC00175460,143,143
USC00174086,143,143
USW00014610,143,143
USC00175304,143,143
USC00170814,143,143
USC00171833,143,143
USC00177174,143,143
USC00176721,143,143
USC00176594,143,143
USC00171472,143,143
USC00176875,143,143
USC00276945,143,143
USC00278612,143,143
USC00273415,143,143
USC00275995,143,143
USC00276818,143,143
USW00014755,143,143
USC00273487,143,143
USC00274329,143,143
USC00270690,143,143
USC00279966,143,143
USW00094700,143,143
USC00276234,143,143
USC00272842,143,143
USC00271647,143,143
USC00271968,143,143
USC00272999,143,143
USC00304791,143,143
USC00308578,143,143
USC00303970,143,143
USC00301708,143,143
USC00303284,143,143
USC00306623,143,143
USC00305925,143,143
USC00306184,143,143
USC00304102,143,143
USC00300668,143,143
USC00308248,143,143
USC00305714,143,143
USC00308944,143,143
USC00308631,143,143
USC00304555,143,143
USC00306957,143,143
USW00094740,143,143
USC00301664,143,143
USC00436761,143,143
USC00439735,143,143
USC00437152,143,143
USC00439591,143,143
USC00438160,143,143
USC00430277,143,143
USC00433400,143,143
USC00431243,143,143
USC00434747,143,143
USC00431433,143,143
USC00436893,143,143
USC00437098,143,143
USC00437612,143,143
USC00435733,143,143
USC00438637,143,143
USC00433769,143,143
USC00434052,143,143
USC00438815,143,143
USC00439988,143,143
USC00433341,143,143
USC00435376,143,143
USC00435416,143,143
USW00054771,143,143
USC00434261,143,143
USC00432314,143,143
USC00439099,143,143
USC00438172,143,143
USC00432698,143,143
USC00434120,143,143
USC00434189,143,143
USC00431213,143,143
USC00309389,142,142
USC00304912,142,142
USC00300500,142,142
USC00309000,142,142
USW00094790,142,142
USC00302554,142,142
USC00303346,142,142
USC00309055,142,142
USC00309495,142,142
USC00306538,142,142
USW00014743,142,142
USC00306659,142,142
USW00064776,142,142
USC00301966,142,142
USC00306164,142,142
USC00301387,142,142
USC00304647,142,142
USC00305869,142,142
USC00304996,142,142
USC00301401,142,142
USC00302574,142,142
USW00094725,142,142
USC00431580,142,142
USW00014742,142,142
USC00432843,142,142
USC00437607,142,142
USC00437032,142,142
USC00432769,142,142
USC00432773,142,142
USC00301110,141,141
USC00300785,141,141
USC00300608,141,141
USC00303851,141,141
USC00303961,141,141
USC00306774,140,140
USC00300732,140,140
USC00305639,140,140
USC00307210,140,140
USC00302582,140,140
USC00305426,140,140
USC00305276,140,140
USC00304731,140,140
USC00303365,140,140
USC00301521,140,140
USC00307721,140,140
USC00302829,140,140
USC00309047,140,140
USC00301413,140,140
USC00307799,140,140
USC00309425,140,140
USC00302060,140,140
USC00304772,140,140
USC00308594,140,140
USC00306196,140,140
USC00302169,140,140
USC00306356,140,140
USC00302627,140,140
USC00302610,140,140
USC00300023,140,140
USW00054757,140,140
USC00309072,140,140
USC00300766,140,140
USC00301787,140,140
USC00303065,140,140
USC00306649,140,140
USC00300254,140,140
USC00307400,140,140
USW00014748,140,140
USC00308936,140,140
USC00309076,140,140
USC00308932,140,140
USC00301168,140,140
USW00004725,140,140
USC00308086,140,140
USC00302366,140,140
USC00304808,140,140
USC00300085,140,140
USC00308088,140,140
USC00302036,140,140
USC00300360,140,140
USC00309516,140,140
USC00300183,140,140
USC00301095,140,140
USC00303444,140,140
USC00306839,140,140
USC00303025,140,140
USC00302454,140,140
USC00309437,140,140
USC00309442,140,140
USC00300448,140,140
USC00303983,140,140
USC00308670,140,140
USC00307195,140,140
USC00307329,140,140
USC00308160,140,140
USW00064758,140,140
USC00305233,140,140
USC00304174,140,140
USC00305113,140,140
USC00306085,140,140
USC00309533,140,140
USC00303050,140,140
USC00300220,140,140
USC00301492,140,140
USC00306745,140,140
USC00301799,140,140
USC00301625,140,140
USC00301623,140,140
USC00307705,140,140
USC00308962,140,140
USC00303124,140,140
USC00308910,140,140
USC00303773,140,140
USC00308627,140,140
USC00300613,140,140
USC00368596,140,140
USC00368776,140,140
USC00363018,140,140
USC00365160,140,140
USW00014754,140,140
USW00054789,140,140
USC00368057,140,140
USC00360582,140,140
USC00369702,140,140
USC00367040,140,140
USW00014777,140,140
USC00364008,140,140
USC00365470,140,140
USC00366762,140,140
USC00364815,140,140
USC00363758,140,140
USC00362323,140,140
USC00361212,140,140
USC00364972,140,140
USC00369408,140,140
USC00363130,140,140
USC00367029,140,140
USC00368905,140,140
USC00367727,140,140
USC00368959,140,140
USC00367730,140,140
USC00365915,140,140
USC00362671,140,140
USC00368868,140,140
USC00366649,140,140
USC00368692,140,140
USC00361838,140,140
USC00089120,138,138
USC00080598,138,138
USC00083956,138,138
USC00085539,138,138
USC00084731,138,138
USC00082391,138,138
USC00085099,138,138
USC00089640,138,138
USC00084394,138,138
USC00097201,137,137
USW00003813,137,137
USC00093695,137,137
USW00003820,137,137
USC00313784,137,137
USW00013714,137,137
USC00313168,137,137
USC00314464,137,137
USC00380074,137,137
USC00384607,137,137
USC00386775,137,137
USC00387683,137,137
USC00380506,137,137
USW00013883,137,137
USW00053867,137,137
USC00381944,137,137
USC00387666,137,137
USC00381310,137,137
USC00383990,137,137
USC00381645,137,137
USC00381588,137,137
USC00386616,137,137
USC00010425,136,136
USC00010430,136,136
USC00014306,136,136
USC00016129,136,136
USC00015140,136,136
USC00018653,136,136
USC00015465,136,136
USC00011324,136,136
USC00017020,136,136
USC00014502,136,136
USC00018209,136,136
USC00010160,136,136
USC00014603,136,136
USC00018605,136,136
USC00018608,136,136
USC00017025,136,136
USC00017999,136,136
USC00010369,136,136
USC00013775,136,136
USW00093842,136,136
USC00092159,136,136
USC00096148,136,136
USC00091425,136,136
USC00098535,136,136
USC00099291,136,136
USC00098661,136,136
USC00099506,136,136
USC00093506,136,136
USC00093915,136,136
USC00094949,136,136
USC00095874,136,136
USC00094728,136,136
USC00093271,136,136
USC00098223,136,136
USC00093570,136,136
USC00095988,136,136
USW00053819,136,136
USC00099141,136,136
USC00095666,136,136
USC00096335,136,136
USW00013837,136,136
USC00094700,136,136
USC00090311,136,136
USC00098064,136,136
USC00091640,136,136
USC00092318,136,136
USW00013874,136,136
USC00092791,136,136
USC00099157,136,136
USW00003888,136,136
USW00063850,136,136
USC00095204,136,136
USC00090444,136,136
USC00095404,136,136
USC00095165,136,136
USC00098950,136,136
USC00093147,136,136
USW00053863,136,136
USC00099466,136,136
USW00013873,136,136
USC00096407,136,136
USC00099486,136,136
USC00092485,136,136
USC00090219,136,136
USC00099524,136,136
USC00092517,136,136
USW00053873,136,136
USC00093060,136,136
USC00091132,136,136
USC00091585,136,136
USC00092408,136,136
USC00092180,136,136
USW00053838,136,136
USC00093621,136,136
USC00094138,136,136
USC00094133,136,136
USC00092578,136,136
USC00091619,136,136
USC00090236,136,136
USC00092283,136,136
USC00092475,136,136
USC00098740,136,136
USC00092006,136,136
USC00091965,136,136
USC00097827,136,136
USC00094230,136,136
USC00318964,136,136
USC00315771,136,136
USW00053872,136,136
USW00053870,136,136
USC00318744,136,136
USW00013881,136,136
USC00313150,136,136
USC00313356,136,136
USC00313152,136,136
USC00317845,136,136
USC00311515,136,136
USC00315913,136,136
USC00310090,136,136
USC00311975,136,136
USC00314764,136,136
USC00314996,136,136
USC00311538,136,136
USC00317656,136,136
USC00311820,136,136
USC00316122,136,136
USC00317615,136,136
USC00317618,136,136
USC00310286,136,136
USC00311535,136,136
USC00317074,136,136
USC00315838,136,136
USC00310212,136,136
USC00311081,136,136
USW00003810,136,136
USC00311579,136,136
USC00317924,136,136
USC00317229,136,136
USC00319923,136,136
USC00317079,136,136
USC00318292,136,136
USC00311990,136,136
USC00317097,136,136
USC00315743,136,136
USC00314970,136,136
USW00013722,136,136
USC00318778,136,136
USC00311677,136,136
USC00314938,136,136
USC00316091,136,136
USC00318519,136,136
USW00093785,136,136
USC00314063,136,136
USW00003758,136,136
USC00312993,136,136
USC00312515,136,136
USW00093783,136,136
USC00313555,136,136
USC00311239,136,136
USC00313919,136,136
USW00013723,136,136
USC00315123,136,136
USC00319675,136,136
USC00319555,136,136
USW00093807,136,136
USC00311285,136,136
USC00319406,136,136
USC00316686,136,136
USC00316256,136,136
USC00317499,136,136
USC00317548,136,136
USC00312740,136,136
USC00314675,136,136
USC00310241,136,136
USC00316507,136,136
USC00316510,136,136
USC00317516,136,136
